Title,Artist,BPM,Key,Genre,Album,Grouping,Date Added,Location,Comment,Year,Overall Volume,Energy,CuePoints,ClippedPeaks
2040 (Quick Hit Dirty),Lil Baby & Lil Durk,150,2A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Lil Baby & Lil Durk - 2040 (Quick Hit Dirty)_pn.mp3,2A - Energy 6,2021,-12.6 dB,6,8,0
"Deuces (Official HD Video) ft. Tyga, Kevin McCall",Chris Brown,148,4A,Other,,,10/28/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Chris Brown - Deuces (Official HD Video) ft. Tyga, Kevin McCall_pn.mp3",4A - Energy 5 - www.mediahuman.com,,-13.0 dB,5,8,0
Son of a Bitch (Lyrics),Jessie Murph,149,7A,,,,2/24/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Jessie Murph - Son of a Bitch (Lyrics)_pn.mp3,7A - Energy 5 - www.mediahuman.com,,-13.2 dB,5,8,0
Selling The Drama,Live,123,2A,Hard Rock,Throwing Copper,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Live -Selling The Drama_pn.mp3,2A - Energy 6 - EAC 0.95pb5 / LAME 3.90.3 -aps,1994,-13.2 dB,6,6,0
Higher (Quick Hit Clean),Clean Bandit ft iann dior,104,12A,Pop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Clean Bandit ft iann dior - Higher (Quick Hit Clean)_pn.mp3,12A - Energy 6,2021,-13.0 dB,6,6,0
Overdue (Quick Hit Dirty),Metro Boomin ft Travis Scott,150,10A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Metro Boomin ft Travis Scott - Overdue (Quick Hit Dirty)_pn.mp3,10A - Energy 4,2018,-12.8 dB,4,5,0
MELTDOWN (Intro Dirty),Travis Scott ft Drake,112,8A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Travis Scott ft Drake - MELTDOWN (Intro Dirty)_pn.mp3,8A - Energy 5,2023,-12.7 dB,5,8,0
Fair Trade (Intro Dirty),Drake ft Travis Scott,84,3A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Drake ft Travis Scott - Fair Trade (Intro Dirty)_pn.mp3,3A - Energy 5,2021,-12.8 dB,5,8,0
"Look At Me (feat. Juvenile, BG, Lil' Wayne & Birdman)",E-40,87,7A,,Charlie Hustle: Blueprint Of A Self-Made Millionaire,,3/31/2024,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\E-40 - Look At Me (feat. Juvenile, BG, Lil' Wayne & Birdman)_pn.mp3",7A - Energy 7 - www.mediahuman.com,1999,-13.0 dB,7,8,0
Fingers Crossed (feat. Julia Michaels),Trevor Daniel,86,11A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Trevor Daniel - Fingers Crossed (feat. Julia Michaels)_pn.mp3,11A - Energy 6 - www.mediahuman.com,,-13.0 dB,6,8,0
When You're Gone (Intro Clean),The Cranberries,93,5A,Pop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\The Cranberries - When You're Gone (Intro Clean)_pn.mp3,5A - Energy 5,1996,-12.9 dB,5,4,0
F*** Faces,"Devin The Dude, Tela, Scarface, Too Short",85,7A,Other,Greatest Hits,,10/28/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Devin The Dude, Tela, Scarface, Too Short - F___ Faces_pn.mp3",7A - Energy 5 - www.mediahuman.com,2010,-13.7 dB,5,8,0
Illusion,GHITA,111,3A,,Illusion,,2/24/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\GHITA - Illusion_pn.mp3,3A - Energy 5 - www.mediahuman.com,2024,-13.2 dB,5,6,0
24 (DJcity Intro - Dirty),Money Man ft. Lil Baby,126,9A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Money Man - 24 (Intro - Dirty)_pn.mp3,9A - Energy 6,2020,-12.8 dB,6,8,0
2040 (Intro Dirty),Lil Baby & Lil Durk,150,2A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Lil Baby & Lil Durk - 2040 (Intro Dirty)_pn.mp3,2A - Energy 7,2021,-12.6 dB,7,8,0
I Don't Give A (Intro Dirty),Lil Jon & The East Side Boyz ft Mystikal & Krayzie Bone,80,1A,Hip Hop,,www.bpmsupreme.com,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Lil Jon & The East Side Boyz ft Mystikal & Krayzie Bone - I Don't Give A (Intro Dirty)_pn.mp3,1A - Energy 7,,-12.8 dB,7,8,0
"Beamer, Benz Or Bentley",Lloyd Banks Feat. Juelz Santana,80,11A,Hip-Hop,,,10/28/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Lloyd Banks - Beamer, Benz Or Bentley_pn.mp3",11A - Energy 8,,-12.8 dB,8,8,0
Intro (Hate On Me) (Quick Hit Dirty),Meek Mill,151,7A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Meek Mill - Intro (Hate On Me) (Quick Hit Dirty)_pn.mp3,7A - Energy 6,2021,-12.8 dB,6,8,0
The Sign (Intro Clean),Ace Of Base,97,9B,Pop,,www.bpmsupreme.com,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Ace Of Base - The Sign (Intro Clean)_pn.mp3,9B - Energy 6,1993,-12.9 dB,6,8,0
Fried (She a Vibe) (Dirty),Future & Metro Boomin,145,12A,Hip Hop,,,3/30/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Future & Metro Boomin - Fried (She a Vibe) (Dirty)_pn.mp3,12A - Energy 6,2024,-12.9 dB,6,8,0
Snake,Lil Keed,110,6A,,,,1/14/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs to Upload in Platinum Notes & Mixed In Key\Songs to upload fixed\Lil Keed - Snake_pn.mp3,6A - Energy 4 - www.mediahuman.com,,-13.3 dB,4,8,0
Santeria (Quick Hit Dirty),Sublime,91,12B,Rock,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Sublime - Santeria (Quick Hit Dirty)_pn.mp3,12B - Energy 6,1996,-13.2 dB,6,6,0
Hercules and love affair Blind(Lyrics),,119,6A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Hercules and love affair Blind(Lyrics)_pn.mp3,6A - Energy 7 - www.mediahuman.com,,-13.1 dB,7,8,0
295 (Official Audio) | Sidhu Moose Wala | The Kidd | Moosetape,Sidhu Moose Wala,90,10A,,,,9/2/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Sidhu Moose Wala - 295 (Official Audio) _ Sidhu Moose Wala _ The Kidd _ Moosetape_pn.mp3,10A - Energy 5 - www.mediahuman.com,,-13.1 dB,5,8,0
Dancing In The Flames (Quick Hit Clean),The Weeknd,117,3B,Pop,,,9/14/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\The Weeknd - Dancing In The Flames (Quick Hit Clean)_pn.mp3,3B - Energy 7,2024,-13.0 dB,7,8,0
"Right Here, Right Now",Fatboy Slim,125,8A,,,,2/25/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\SAS LT\Fatboy Slim - Right Here, Right Now_pn.mp3",8A - Energy 6 - www.mediahuman.com,,-13.4 dB,6,8,0
Magic Order,Argy,122,7A,,,,6/2/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Argy - Magic Order_pn.mp3,7A - Energy 5 - www.mediahuman.com,,-13.1 dB,5,8,0
wacced out murals (Intro Dirty),Kendrick Lamar,82,7A,Hip Hop,,,12/3/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Kendrick Lamar - wacced out murals (Intro Dirty)_pn.mp3,7A - Energy 4,2024,-13.4 dB,4,8,0
Vocation (Visualizer Oficial) | COSMO,"Ozuna, David Guetta",125,1A,,,,11/19/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Ozuna, David Guetta - Vocation (Visualizer Oficial) _ COSMO_pn.mp3",1A - Energy 6 - www.mediahuman.com,,-12.8 dB,6,8,0
Let's Call It Off (Intro Dirty),Drake ft Peter Bjorn & John,127,11B,R&B,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Drake ft Peter Bjorn & John - Let's Call It Off (Intro Dirty)_pn.mp3,11B - Energy 7,2009,-12.7 dB,7,8,0
Oblivion feat. Amber Van Day (Cover Art Video) [Ultra Music],Love Harder,126,2A,,,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Love Harder - Oblivion feat. Amber Van Day (Cover Art Video) [Ultra Music]_pn.mp3,2A - Energy 5 - www.mediahuman.com,,-13.1 dB,5,6,0
Aint No Way Around It (feat. Future),DJ Drama,131,7A,,Third Power,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\DJ Drama - Aint No Way Around It (feat. Future)_pn.mp3,7A - Energy 6 - www.mediahuman.com,2011,-12.9 dB,6,8,0
Goddamn (feat. A Boogie wit da Hoodie),Tyga,105,6A,,Goddamn,,12/14/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Nick Megha open dance floor (fixed)\Tyga - Goddamn (feat. A Boogie wit da Hoodie)_pn.mp3,6A - Energy 5 - www.mediahuman.com,2019,-10.8 dB,5,8,0
J-Kwon,Tipsy (Club Mix),93,8A,,,,1/13/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Tipsy (Club Mix) - J-Kwon_pn.mp3,8A - Energy 7 - www.mediahuman.com,,-13.3 dB,7,8,0
Jumpman,Drake & Future,142,1A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Drake & Future - Jumpman_pn.mp3,1A - Energy 6 - www.mediahuman.com,,-12.9 dB,6,8,0
Song 2 (2012 Remastered Version),Blur,130,4A,,,,2/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\SAS LT\Blur - Song 2 (2012 Remastered Version)_pn.mp3,4A - Energy 7 - www.mediahuman.com,,-13.1 dB,7,8,0
TIC TOC (Quick Hit Dirty),6IX9INE ft Lil Baby,142,11A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\6IX9INE ft Lil Baby - TIC TOC (Quick Hit Dirty)_pn.mp3,11A - Energy 6,2018,-12.9 dB,6,7,0
Never Ending,Bob Moses,118,12A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Bob Moses - Never Ending_pn.mp3,12A - Energy 6 - www.mediahuman.com,,-12.8 dB,6,8,0
Girl You Know It's True (Quick Hit Clean),Milli Vanilli,98,3A,Pop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Milli Vanilli - Girl You Know It's True (Quick Hit Clean)_pn.mp3,3A - Energy 7,1988,-13.4 dB,7,8,0
Allez Ola Olé,Jessy Matador,129,1B,Other,Elektro Soukouss,,5/10/2025,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Jessy Matador - Allez Ola Olé_pn.mp3,1B - Energy 7 - www.mediahuman.com,2010,-11.1 dB,7,8,0
Here Comes The Rain Again,Eurythmics ,127,8B,Other,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\80's Songs From Hard Drive Sound Fixed\Eurythmics - Here Comes The Rain Again_pn.mp3,8B - Energy 7                              ,,-13.4 dB,7,7,0
Draped Up (Intro Dirty),Bun B ft Lil Keke,150,5A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Bun B ft Lil Keke - Draped Up (Intro Dirty)_pn.mp3,5A - Energy 7,2005,-12.8 dB,7,8,0
"I Know There's Gonna Be (Good Times) ft. Young Thug, Popcaan",Jamie xx,90,10A,,,,2/25/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\SAS LT\Jamie xx - I Know There's Gonna Be (Good Times) ft. Young Thug, Popcaan_pn.mp3",10A - Energy 6 - www.mediahuman.com,,-13.0 dB,6,8,0
Stay Fly,Three 6 Mafia,133,2A,,,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Three 6 Mafia - Stay Fly_pn.mp3,2A - Energy 7 - www.mediahuman.com,,-12.8 dB,7,8,0
Der Kommissar,After The Fire,121,8A,80's,                              ,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\80's Songs From Hard Drive Sound Fixed\Der Kommissar - After The Fire_pn.mp3,8A - Energy 7                              ,,-13.3 dB,7,7,0
Get It On The Floor (Intro Dirty),DMX ft Swizz Beatz,94,11A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\DMX ft Swizz Beatz - Get It On The Floor (Intro Dirty)_pn.mp3,11A - Energy 6,2004,-12.8 dB,6,3,0
Best Friend (Intro Dirty),Saweetie ft Doja Cat,94,9A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Saweetie ft Doja Cat - Best Friend (Intro Dirty)_pn.mp3,9A - Energy 6,2020,-13.0 dB,6,8,0
Glad He's Gone (Intro Dirty),Tove Lo,91,3B,Pop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Tove Lo - Glad He's Gone (Intro Dirty)_pn.mp3,3B - Energy 7,2019,-12.9 dB,7,8,0
El Sueno (Matt Sassari Edit - Extended),Matt Sassari,126,10A,,,,9/2/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Matt Sassari - El Sueno (Matt Sassari Edit - Extended)_pn.mp3,10A - Energy 8 - www.mediahuman.com,,-12.8 dB,8,8,0
September Song (Indian Summer Mix),JP Cooper,96,5A,,September Song (Remixes),,12/14/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\nick megha cocktail hour (fixed)\JP Cooper - September Song (Indian Summer Mix)_pn.mp3,5A - Energy 6 - www.mediahuman.com,2017,-11.4 dB,6,8,0
NOKIA (Intro Dirty),Drake,126,7A,R&B,,,3/15/2025,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Drake - NOKIA (Intro Dirty)_pn.mp3,7A - Energy 6,2025,-11.5 dB,6,8,0
Life In Mono,Mono,85,9A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Mono - Life In Mono_pn.mp3,9A - Energy 5 - www.mediahuman.com,,-13.0 dB,5,6,0
The Boss (featuring T-Pain),Rick Ross,89,8A,Hip-Hop,Trilla,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Rick Ross Ft. T Pain - The Boss_pn.mp3,8A - Energy 7 - WHOA BITCH WHOA,2008,-12.8 dB,7,8,0
Whatever You Like (Intro Dirty),T.I.,150,7B,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\T.I. - Whatever You Like (Intro Dirty)_pn.mp3,7B - Energy 7,2008,-12.7 dB,7,5,0
Creepin' (Visualizer),"Metro Boomin, The Weeknd, 21 Savage",98,12A,,,,12/19/2022,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Metro Boomin, The Weeknd, 21 Savage - Creepin' (Visualizer)_pn.mp3",12A - Energy 4 - www.mediahuman.com,,-12.8 dB,4,8,0
You Know My Name,"South Park Mexican, Carlos Coy",121,7A,,The Purity Album,,11/26/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\South Park Mexican, Carlos Coy - You Know My Name_pn.mp3",7A - Energy 6 - www.mediahuman.com,2000,-13.2 dB,6,8,0
Magic Remix [Intro Dirty],Future ft T.I.,146,2A,Hip Hop,BPMsupreme.com,www.BPMsupreme.com,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Magic Remix [Intro Dirty]_pn.mp3,2A - Energy 6 - BPMsupreme.com,,-12.7 dB,6,8,0
We Stayed Up All Night (feat. Ardyn),Tourist,85,1B,,,,2/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\SAS LT\Tourist - We Stayed Up All Night (feat. Ardyn)_pn.mp3,1B - Energy 4 - www.mediahuman.com,,-13.1 dB,4,8,0
Ludacris Featuring Fate Wilson & Keon Bryce / Growing Pains,Ludacris,84,11A,Hip Hop,Word Of Mouf,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Ludacris - Growing Pains_pn.mp3,11A - Energy 7,2001,-13.1 dB,7,8,0
Abusadora,Oro Solido,85,7A,,El Poder de New York,,2/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\SAS LT\Oro Solido - Abusadora_pn.mp3,7A - Energy 7 - www.mediahuman.com,2022,-13.4 dB,7,8,0
Roll Out (Intro Dirty),Ludacris,131,7A,Hip Hop,,www.bpmsupreme.com,1/13/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Ludacris - Roll Out (Intro Dirty)_pn.mp3,7A - Energy 6,,-13.0 dB,6,8,0
Up To Something (Instrumental),Metro Boomin ft Travis Scott & Young Thug,114,2A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Metro Boomin ft Travis Scott & Young Thug - Up To Something (Instrumental)_pn.mp3,2A - Energy 5,2018,-13.4 dB,5,8,0
Like A Prayer (DaanD  Funkwell Remix) 2015,Cassey Doreen,128,7B,,,,5/25/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Cassey Doreen - Like A Prayer (DaanD  Funkwell Remix) 2015_pn.mp3,7B - Energy 8 - www.mediahuman.com,,-12.9 dB,8,6,0
Devil In Me (feat. Joe Killington & Duane Harden),Purple Disco Machine,120,12A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Purple Disco Machine - Devil In Me (feat. Joe Killington & Duane Harden)_pn.mp3,12A - Energy 6 - www.mediahuman.com,,-12.9 dB,6,7,0
Throw Sum Mo (Intro Dirty),Rae Sremmurd ft Nicki Minaj & Young Thug,142,12A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Rae Sremmurd ft Nicki Minaj & Young Thug - Throw Sum Mo (Intro Dirty)_pn.mp3,12A - Energy 6,2014,-12.7 dB,6,8,0
Mr. Vain (EDM Remix Extended) (feat. Lavelle),ATD,124,8A,,Mr. Vain (Some Say Remix),,1/20/2025,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\ATD - Mr. Vain (EDM Remix Extended) (feat. Lavelle)_pn.mp3,8A - Energy 7 - www.mediahuman.com,2021,-11.2 dB,7,8,0
Ritual (ft. Rhea Raj),Neptunica,98,6A,,,,1/13/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Neptunica - Ritual (ft. Rhea Raj)_pn.mp3,6A - Energy 5 - www.mediahuman.com,,-12.8 dB,5,8,0
Turks (Intro Dirty),NAV ft Gunna & Travis Scott,119,5A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\NAV ft Gunna & Travis Scott - Turks (Intro Dirty)_pn.mp3,5A - Energy 5,2020,-12.8 dB,5,8,0
Come As You Are (Intro Clean),Nirvana,120,9A,Rock,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Nirvana - Come As You Are (Intro Clean)_pn.mp3,9A - Energy 6,1991,-12.7 dB,6,8,0
The Next Episode (Quick Hit Dirty),"Dr Dre ft Snoop Dogg, Kurupt & Nate Dogg",95,2A,Hip Hop,,,1/22/2022,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Dr Dre ft Snoop Dogg, Kurupt & Nate Dogg - The Next Episode (Quick Hit Dirty)_pn.mp3",2A - Energy 5,1999,-13.0 dB,5,8,0
Wiggy,"SPM, Baby Beesh",96,9A,,"Best of the Best, Vol. 2",,11/26/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\SPM, Baby Beesh - Wiggy_pn.mp3",9A - Energy 6 - www.mediahuman.com,2010,-12.9 dB,6,8,0
La Buena Vida (feat. Tayson Kryss),BADDIES ONLY,128,10A,,,,9/2/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\BADDIES ONLY - La Buena Vida (feat. Tayson Kryss)_pn.mp3,10A - Energy 6 - www.mediahuman.com,,-12.9 dB,6,6,0
Catching Feelings (feat. SIX60),Drax Project,132,5A,,,,12/14/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\nick megha cocktail hour (fixed)\Drax Project - Catching Feelings (feat. SIX60)_pn.mp3,5A - Energy 5 - www.mediahuman.com,,-11.2 dB,5,8,0
Ain't Worried About Nothin' (Remix) (Quick Hit Dirty),"French Montana ft Rick Ross, Diddy & Snoop Dogg",128,3A,Hip Hop,,,10/28/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\French Montana ft Rick Ross, Diddy & Snoop Dogg - Ain't Worried About Nothin' (Remix) (Quick Hit Dirty)_pn.mp3",3A - Energy 7,2013,-12.9 dB,7,8,0
I know what you want Busta Rhymes Ft. Mariah Carey & Flipmode Squad,,86,2A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\I know what you want Busta Rhymes Ft. Mariah Carey & Flipmode Squad_pn.mp3,2A - Energy 6 - www.mediahuman.com,,-13.0 dB,6,8,0
Big KRIT [Return of 4eva],Time Machine ft Chamillionaire,138,1A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Time Machine ft Chamillionaire - Big KRIT [Return of 4eva]_pn.mp3,1A - Energy 7 - www.mediahuman.com,,-13.3 dB,7,8,0
The Greatest (Official Audio) ft. Kendrick Lamar,Sia,96,5A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Sia - The Greatest (Official Audio) ft. Kendrick Lamar_pn.mp3,5A - Energy 7 - www.mediahuman.com,,-13.2 dB,7,8,0
Dangerous World (Knock2 Remix) (Dirty Short Edit),DJ Mustard ft Travis Scott & YG,100,9A,Twerk,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\DJ Mustard ft Travis Scott & YG - Dangerous World (Knock2 Remix) (Dirty Short Edit)_pn.mp3,9A - Energy 7,2018,-12.8 dB,7,8,0
High,Stephen Sanchez,88,11A,,,,1/13/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Stephen Sanchez - High_pn.mp3,11A - Energy 6 - www.mediahuman.com,,-13.0 dB,6,5,0
Good Ones,Charli XCX,129,6A,Pop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Charli XCX - Good Ones_pn.mp3,6A - Energy 6,2021,-12.8 dB,6,6,0
Ride Wit Me (Intro Dirty),Nelly ft City Spud,102,9A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Nelly ft City Spud - Ride Wit Me (Intro Dirty)_pn.mp3,9A - Energy 6,2014,-13.2 dB,6,8,0
Trade It All (Part 2) (Quick Hit Clean),Fabolous ft P. Diddy & Jagged Edge,97,1A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Fabolous ft P. Diddy & Jagged Edge - Trade It All (Part 2) (Quick Hit Clean)_pn.mp3,1A - Energy 7,2002,-13.1 dB,7,8,0
Catch Me If You Can (Offical Lyric Video),Alan Walker & Sorana,147,7A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Alan Walker & Sorana - Catch Me If You Can (Offical Lyric Video)_pn.mp3,7A - Energy 7 - www.mediahuman.com,,-13.0 dB,7,8,0
FALLING DOWN,SAY3AM,122,2A,,FALLING DOWN,,10/5/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\SAY3AM - FALLING DOWN_pn.mp3,2A - Energy 7 - www.mediahuman.com,2024,-12.7 dB,7,5,0
hibachi (feat. Kodak Black & 21 Savage),Roddy Ricch,86,6A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Roddy Ricch - hibachi (feat. Kodak Black & 21 Savage)_pn.mp3,6A - Energy 5 - www.mediahuman.com,,-12.8 dB,5,8,0
Mary Jane's Last Dance,Tom Petty And The Heartbreakers,85,8A,,,,2/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\SAS LT\Tom Petty And The Heartbreakers - Mary Jane's Last Dance_pn.mp3,8A - Energy 4 - www.mediahuman.com,,-13.1 dB,4,6,0
Freedom! ’90,George Michael,93,8B,,,,2/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\SAS LT\George Michael - Freedom! ’90_pn.mp3,8B - Energy 7 - www.mediahuman.com,,-13.2 dB,7,8,0
Suburbia (Quick Hit Clean),Pet Shop Boys,126,8B,Nu Wave,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Pet Shop Boys - Suburbia (Quick Hit Clean)_pn.mp3,8B - Energy 7,1986,-12.9 dB,7,7,0
 & Anmau - Dame Un Beso (Besko Deejays Remix),Marsal Ventura,128,8A,,,,4/5/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Marsal Ventura - & Anmau - Dame Un Beso (Besko Deejays Remix)_pn.mp3,8A - Energy 7 - www.mediahuman.com,,-12.8 dB,7,6,0
Lose Yourself (Intro Dirty),Eminem,86,7A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Eminem - Lose Yourself (Intro Dirty)_pn.mp3,7A - Energy 8,2016,-12.8 dB,8,7,0
Ei To Jiban |Lofi Video |Kishore Kumar |Ajoy Das |Saptak Das | Amar Kantak,,154,8A,,,,12/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Ei To Jiban _Lofi Video _Kishore Kumar _Ajoy Das _Saptak Das _ Amar Kantak_pn.mp3,8A - Energy 5 - www.mediahuman.com,,-13.1 dB,5,7,0
